municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
"BOM PRINCIPIO",0,7,85,14,0,6,0,0,4,1,9,0,1,2008
"BOM PROGRESSO",0,1,16,0,0,0,0,0,0,0,0,5,0,2008
"BOM RETIRO DO SUL",1,4,130,12,0,2,0,0,2,0,0,1,2,2008
"BOQUEIRAO DO LEAO",0,4,49,3,0,1,0,0,1,0,0,5,0,2008
BOSSOROCA,0,2,126,5,0,0,0,0,8,0,2,3,0,2008
BOZANO,0,0,30,1,0,0,0,0,1,0,0,0,0,2008
BRAGA,1,3,62,1,0,0,0,0,3,0,0,6,0,2008
BROCHIER,0,1,33,2,0,0,0,0,0,0,0,0,0,2008
BUTIA,3,5,377,26,0,1,1,1,11,0,4,7,7,2008
"CACAPAVA DO SUL",4,8,702,38,0,5,0,0,13,0,16,14,4,2008
CACEQUI,1,0,225,9,0,0,1,0,10,0,5,16,3,2008
"CACHOEIRA DO SUL",4,29,1658,119,0,2,12,0,143,2,29,42,12,2008
CACHOEIRINHA,22,417,1964,993,1,458,11,0,277,2,184,49,73,2008
"CACIQUE DOBLE",1,1,17,2,0,0,1,0,1,0,1,5,0,2008
CAIBATE,1,1,39,0,0,0,0,0,2,0,0,5,0,2008
CAICARA,0,7,60,1,0,0,0,0,0,0,1,1,0,2008
CAMAQUA,5,127,1616,195,0,8,14,0,112,4,32,34,37,2008
CAMARGO,0,0,16,0,0,3,0,0,1,0,1,4,0,2008
"CAMBARA DO SUL",2,2,87,8,0,1,0,0,4,0,2,5,2,2008
"CAMPESTRE DA SERRA",0,0,48,1,0,0,0,0,5,0,0,1,1,2008
"CAMPINA DAS MISSOES",3,1,16,0,0,0,0,0,0,0,0,1,0,2008
"CAMPINAS DO SUL",0,0,22,3,0,0,0,0,1,0,1,0,1,2008
"CAMPO BOM",7,86,1238,370,1,86,3,1,63,0,49,13,9,2008
"CAMPO NOVO",0,4,65,6,0,1,0,0,8,0,2,4,6,2008
"CAMPOS BORGES",0,2,20,0,0,0,0,0,0,0,0,0,0,2008
CANDELARIA,3,12,574,38,0,5,1,0,20,1,12,43,10,2008
"CANDIDO GODOI",0,0,19,3,0,0,0,0,1,0,2,3,0,2008
CANDIOTA,2,2,197,12,0,1,0,0,9,0,0,4,1,2008
CANELA,6,27,709,48,0,3,5,0,82,0,39,18,22,2008
CANGUCU,3,24,462,63,0,3,0,0,37,0,5,24,6,2008
CANOAS,81,794,6869,3552,1,1109,11,1,574,3,152,220,163,2008
"CANUDOS DO VALE",0,1,4,0,0,0,0,0,0,0,0,1,0,2008
"CAPAO BONITO DO SUL",0,0,40,2,0,0,0,0,0,0,0,4,0,2008
"CAPAO DA CANOA",9,58,2011,252,0,23,1,0,96,3,57,24,65,2008
"CAPAO DO CIPO",0,2,51,2,0,0,0,0,0,0,0,7,0,2008
"CAPAO DO LEAO",3,2,471,139,0,8,2,0,19,0,3,5,1,2008
"CAPELA DE SANTANA",1,3,148,13,0,5,0,0,7,0,17,4,2,2008
CAPITAO,0,1,19,0,0,0,0,0,0,0,0,0,0,2008
"CAPIVARI DO SUL",2,1,48,3,0,0,0,0,4,0,0,1,1,2008
CARAA,0,0,35,1,0,0,0,0,0,0,0,0,0,2008
CARAZINHO,5,36,1803,126,0,19,1,1,132,0,22,32,13,2008
"CARLOS BARBOSA",0,13,268,24,0,24,1,0,23,0,2,3,1,2008
"CARLOS GOMES",0,0,12,1,0,0,0,0,0,0,0,2,0,2008
CASCA,0,15,64,10,0,6,0,0,7,0,0,8,0,2008
CASEIROS,0,0,33,2,0,1,0,0,3,0,0,1,0,2008
CATUIPE,0,0,127,2,0,0,0,0,15,0,2,3,0,2008
"CAXIAS DO SUL",75,1336,7344,2682,5,463,22,0,661,0,129,285,118,2008
CENTENARIO,0,2,11,0,0,0,0,0,0,0,0,2,0,2008
CERRITO,0,0,74,2,0,0,0,0,0,0,0,1,0,2008
"CERRO BRANCO",0,0,27,3,0,0,0,0,1,0,1,1,0,2008
"CERRO GRANDE",1,0,6,0,0,0,0,0,1,0,0,4,0,2008
"CERRO GRANDE DO SUL",1,11,106,12,0,1,1,0,7,0,1,10,1,2008
"CERRO LARGO",1,6,180,7,0,0,2,0,19,0,4,6,2,2008
CHAPADA,1,1,51,7,0,1,1,0,6,0,2,7,1,2008
CHARQUEADAS,2,12,478,40,0,1,0,0,23,1,76,21,51,2008
CHARRUA,0,0,12,3,0,0,0,0,0,0,0,0,0,2008
CHIAPETTA,0,2,44,3,0,1,0,0,1,0,0,1,0,2008
CHUI,1,7,153,5,0,0,0,0,9,0,16,0,0,2008
CHUVISCA,0,2,51,4,0,0,0,0,1,0,0,4,1,2008
CIDREIRA,2,18,1160,116,0,9,0,0,30,1,18,8,17,2008
CIRIACO,1,3,105,6,0,0,0,0,5,0,0,3,0,2008
COLINAS,1,0,24,0,0,1,0,0,1,0,0,1,0,2008
COLORADO,0,2,17,0,0,0,0,0,0,0,1,1,0,2008
CONDOR,0,2,58,2,0,0,0,0,7,0,0,4,1,2008
CONSTANTINA,1,5,105,5,0,2,0,0,3,0,1,5,0,2008
"COQUEIRO BAIXO",0,0,11,0,0,0,0,0,0,0,0,0,0,2008
"COQUEIROS DO SUL",0,2,25,4,0,2,0,0,2,0,0,9,0,2008
"CORONEL BARROS",0,1,26,0,0,0,0,0,0,0,0,2,0,2008
"CORONEL BICACO",0,5,190,3,0,0,3,0,3,0,0,16,7,2008
"CORONEL PILAR",0,0,21,0,0,1,0,0,0,0,0,1,0,2008
COTIPORA,0,2,40,6,0,2,0,0,1,0,0,0,0,2008
COXILHA,0,1,22,4,0,0,0,0,2,1,1,1,0,2008
CRISSIUMAL,1,4,118,5,0,0,2,0,5,0,8,12,3,2008
CRISTAL,0,0,49,6,0,1,0,0,6,0,0,4,0,2008
"CRISTAL DO SUL",0,0,25,0,0,0,0,0,1,0,0,4,0,2008
"CRUZ ALTA",11,120,1695,173,1,13,3,0,129,3,53,78,29,2008
CRUZALTENSE,0,1,8,0,0,0,0,0,1,0,0,0,0,2008
"CRUZEIRO DO SUL",0,3,149,15,0,4,0,0,23,0,2,4,1,2008
"DAVID CANABARRO",0,2,26,0,0,0,1,0,2,0,0,0,0,2008
DERRUBADAS,0,0,25,1,0,0,0,0,1,0,0,13,0,2008
"DEZESSEIS DE NOVEMBRO",0,0,42,1,0,0,0,0,0,1,0,6,0,2008
"DILERMANDO DE AGUIAR",1,0,65,4,0,0,0,0,0,0,0,2,0,2008
"DOIS IRMAOS",1,22,238,31,0,16,4,0,37,0,6,5,5,2008
"DOIS IRMAOS DAS MISSOES",0,0,20,1,0,0,0,0,1,0,0,1,0,2008
"DOIS LAJEADOS",0,1,20,1,0,1,0,0,1,0,0,1,0,2008
"DOM FELICIANO",2,6,155,17,0,5,1,0,5,0,1,14,2,2008
"DOM PEDRITO",4,17,642,65,0,2,1,0,44,0,13,28,6,2008
"DOM PEDRO DE ALCANTARA",0,1,24,8,0,0,0,0,1,0,0,0,1,2008
"DONA FRANCISCA",0,0,91,2,0,0,0,0,4,0,0,4,1,2008
"DOUTOR RICARDO",0,1,35,0,0,0,0,0,0,0,1,2,0,2008
"DR MAURICIO CARDOSO",0,2,64,2,0,0,0,0,0,0,2,1,0,2008
"ELDORADO DO SUL",7,13,659,155,0,18,2,0,25,0,16,27,6,2008
ENCANTADO,0,8,509,24,0,0,3,0,10,0,16,17,11,2008
"ENCRUZILHADA DO SUL",3,11,524,63,0,4,1,0,12,2,2,21,5,2008
"ENGENHO VELHO",0,0,6,0,0,0,0,0,0,0,0,4,0,2008
"ENTRE IJUIS",1,0,98,4,0,0,0,0,8,0,2,10,1,2008
"ENTRE RIOS DO SUL",0,0,19,0,0,0,0,0,2,0,0,2,0,2008
EREBANGO,1,1,26,1,0,0,0,0,3,0,0,1,0,2008
ERECHIM,13,125,1709,291,0,13,8,0,137,3,51,76,27,2008
ERNESTINA,1,2,33,5,0,3,0,0,1,0,0,5,0,2008
"ERVAL GRANDE",1,2,31,1,0,0,0,0,4,0,0,2,0,2008
"ERVAL SECO",2,0,41,3,0,0,2,0,2,1,0,2,0,2008
ESMERALDA,0,1,40,0,0,0,0,0,1,0,1,5,0,2008
"ESPERANCA DO SUL",0,1,19,0,0,0,0,0,1,0,0,1,0,2008
ESPUMOSO,0,9,181,6,0,1,0,0,17,0,9,7,4,2008
ESTACAO,0,2,57,2,0,0,0,0,1,0,1,5,0,2008
"ESTANCIA VELHA",1,86,642,201,1,127,0,0,44,0,11,9,6,2008
ESTEIO,24,110,2170,1089,0,175,4,0,126,3,21,37,13,2008
ESTRELA,2,26,777,78,0,9,3,0,36,2,39,6,10,2008
"ESTRELA VELHA",1,2,21,0,0,1,0,0,2,0,0,12,0,2008
"EUGENIO DE CASTRO",1,0,24,0,0,0,0,0,2,0,0,3,0,2008
"FAGUNDES VARELA",0,3,23,0,0,0,0,0,0,0,0,0,1,2008
FARROUPILHA,2,55,964,214,0,63,4,0,73,0,32,29,17,2008
"FAXINAL DO SOTURNO",0,1,68,4,0,0,0,0,7,0,0,5,5,2008
FAXINALZINHO,0,2,22,2,0,0,0,0,0,0,0,7,0,2008
"FAZENDA VILA NOVA",0,0,83,4,0,0,0,0,1,0,1,4,1,2008
FELIZ,0,7,72,13,0,1,0,0,14,0,7,3,3,2008
"FLORES DA CUNHA",1,33,325,32,0,15,3,0,29,1,24,5,2,2008
"FLORIANO PEIXOTO",0,2,11,0,0,0,0,0,0,0,0,1,0,2008
"FONTOURA XAVIER",2,2,141,10,0,0,1,0,5,0,0,4,0,2008
FORMIGUEIRO,2,2,85,6,0,0,0,0,10,0,0,8,3,2008
FORQUETINHA,0,0,17,0,0,0,0,0,1,1,1,1,0,2008
"FORTALEZA DOS VALOS",0,3,42,2,0,0,1,0,7,0,0,3,0,2008
"FREDERICO WESTPHALEN",4,20,764,39,0,2,1,0,34,1,8,27,6,2008
GARIBALDI,2,19,264,65,0,29,0,0,24,0,4,2,2,2008
GARRUCHOS,0,0,71,1,0,0,0,0,0,0,0,3,0,2008
GAURAMA,0,2,46,1,0,0,0,0,1,0,0,2,1,2008
"GENERAL CAMARA",0,4,91,11,1,1,0,0,3,0,0,1,1,2008
GENTIL,0,0,24,0,0,0,0,0,1,0,0,3,0,2008
"GETULIO VARGAS",2,8,221,16,1,2,0,0,22,0,1,13,5,2008
GIRUA,1,5,206,13,0,0,0,0,12,0,1,14,1,2008
GLORINHA,1,2,104,6,0,4,0,0,3,0,1,9,1,2008
GRAMADO,2,19,707,38,0,2,1,1,62,0,29,7,5,2008
"GRAMADO DOS LOUREIROS",1,1,11,1,0,0,0,0,2,0,0,1,0,2008
"GRAMADO XAVIER",2,3,31,4,0,0,1,0,0,0,0,3,0,2008
GRAVATAI,43,559,3657,1287,3,317,12,0,358,7,141,115,126,2008
GUABIJU,1,2,21,0,0,0,0,0,0,0,1,0,0,2008
GUAIBA,23,49,1451,440,0,48,3,0,135,2,44,73,30,2008
GUAPORE,0,15,341,20,0,1,0,0,51,0,27,12,3,2008
"GUARANI DAS MISSOES",1,1,115,11,0,1,0,0,3,1,2,6,0,2008
HARMONIA,0,2,28,0,0,0,0,0,2,0,1,0,0,2008
HERVAL,4,0,148,4,0,0,0,0,5,0,0,6,0,2008
HERVEIRAS,0,0,11,0,0,0,0,0,1,0,0,1,0,2008
HORIZONTINA,0,6,184,9,0,0,0,0,17,0,6,9,3,2008
"HULHA NEGRA",1,0,73,1,0,0,0,0,0,0,1,4,0,2008
HUMAITA,0,1,53,1,0,0,0,0,0,0,2,0,0,2008
IBARAMA,0,3,30,1,0,0,0,0,0,0,0,10,0,2008
IBIACA,0,2,50,3,0,0,0,0,3,0,0,1,2,2008
IBIRAIARAS,0,9,52,0,0,1,0,0,7,0,1,1,0,2008
IBIRAPUITA,0,3,29,2,2,2,0,0,2,0,0,0,0,2008
IBIRUBA,0,18,382,26,0,0,2,0,32,0,5,12,4,2008
IGREJINHA,1,30,723,85,0,21,2,0,72,0,28,14,30,2008
IJUI,4,77,2077,186,0,7,11,0,124,2,66,26,42,2008
ILOPOLIS,1,0,27,0,0,0,0,0,0,0,2,6,0,2008
IMBE,1,32,1510,71,0,15,2,0,43,1,25,18,10,2008
IMIGRANTE,0,0,16,3,0,0,0,0,4,0,0,0,0,2008
INDEPENDENCIA,1,2,53,1,0,0,1,0,18,0,0,3,0,2008
INHACORA,1,1,19,0,0,0,0,0,1,0,0,5,1,2008
IPE,0,2,94,3,0,1,0,0,0,0,3,2,0,2008
"IPIRANGA DO SUL",0,0,14,1,0,0,0,0,0,0,0,1,0,2008
IRAI,1,3,160,8,1,0,1,0,10,0,4,8,4,2008
ITAARA,0,1,141,2,0,1,0,0,9,0,3,4,0,2008
ITACURUBI,0,0,38,1,0,0,0,0,0,0,0,7,0,2008
ITAPUCA,0,0,29,1,0,1,0,0,0,0,0,5,0,2008
ITAQUI,6,15,535,128,1,4,3,0,39,1,8,37,24,2008
ITATI,0,0,28,1,0,0,1,0,0,0,0,2,0,2008
"ITATIBA DO SUL",0,1,11,2,0,0,0,0,2,0,0,5,0,2008
IVORA,0,0,22,2,0,0,0,0,3,0,0,0,0,2008
IVOTI,0,18,123,22,0,10,0,0,20,0,3,4,7,2008
JABOTICABA,2,4,38,0,0,0,0,0,1,0,0,7,0,2008
JACUIZINHO,0,3,22,0,0,1,0,0,2,0,0,2,0,2008
JACUTINGA,0,1,20,0,0,0,0,0,2,0,0,0,0,2008
JAGUARAO,1,11,441,16,0,1,0,0,32,0,11,8,4,2008
JAGUARI,3,2,110,6,0,1,2,0,9,0,3,6,2,2008
JAQUIRANA,2,2,26,1,0,0,0,0,3,0,1,4,2,2008
JARI,1,0,13,1,0,0,0,0,0,0,0,0,0,2008
JOIA,0,1,63,4,0,0,0,0,2,0,0,6,1,2008
"JULIO DE CASTILHOS",3,5,386,25,0,2,1,0,43,1,13,8,10,2008
"LAGOA BONITA DO SUL",1,1,17,0,0,0,0,0,1,0,0,3,0,2008
"LAGOA DOS TRES CANTOS",0,3,10,0,0,0,0,0,1,0,0,0,0,2008
"LAGOA VERMELHA",8,13,475,55,0,0,2,0,51,0,36,30,28,2008
LAGOAO,0,1,19,4,0,0,0,0,4,0,0,5,0,2008
LAJEADO,11,103,1303,306,1,34,3,0,117,2,166,48,39,2008
"LAJEADO DO BUGRE",0,0,15,4,0,0,0,0,0,2,0,8,1,2008
"LAVRAS DO SUL",1,1,67,1,0,0,0,0,2,0,0,6,1,2008
"LIBERATO SALZANO",1,1,34,2,0,0,0,0,0,0,0,2,0,2008
"LINDOLFO COLLOR",0,1,31,0,0,0,0,0,0,0,0,2,0,2008
"LINHA NOVA",0,0,6,0,0,0,0,0,1,0,0,0,0,2008
MACAMBARA,0,1,49,2,0,0,0,0,1,0,0,1,0,2008
MACHADINHO,0,2,56,0,0,0,0,0,3,0,0,10,0,2008
