municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
"BOM RETIRO DO SUL",0,3,127,9,0,1,0,0,9,0,0,1,0,2003
"BOQUEIRAO DO LEAO",0,1,40,1,0,0,0,0,1,0,1,0,0,2003
BOSSOROCA,2,2,98,0,0,1,0,0,3,0,0,0,0,2003
BOZANO,0,0,13,0,0,0,0,0,0,0,0,0,0,2003
BRAGA,1,4,47,1,0,0,0,0,1,0,1,0,0,2003
BROCHIER,0,2,44,6,0,0,0,0,2,0,0,0,0,2003
BUTIA,2,2,311,15,0,0,0,0,14,0,10,0,2,2003
"CACAPAVA DO SUL",1,5,457,29,0,1,0,0,32,0,9,0,7,2003
CACEQUI,0,4,353,14,0,0,0,0,17,0,9,0,2,2003
"CACHOEIRA DO SUL",8,51,2382,197,0,5,2,0,204,0,23,0,18,2003
CACHOEIRINHA,22,396,2430,1142,3,273,4,1,135,3,62,0,8,2003
"CACIQUE DOBLE",2,1,23,0,0,0,0,0,1,0,0,0,0,2003
CAIBATE,1,1,72,2,0,0,0,0,2,0,0,0,0,2003
CAICARA,0,3,39,3,0,0,0,0,2,0,0,0,0,2003
CAMAQUA,4,156,1768,147,0,3,1,0,80,0,26,0,5,2003
CAMARGO,0,2,23,1,0,0,0,0,2,0,1,0,0,2003
"CAMBARA DO SUL",2,2,96,3,0,0,0,0,8,0,1,0,0,2003
"CAMPESTRE DA SERRA",0,0,21,3,0,1,0,0,0,0,0,0,0,2003
"CAMPINA DAS MISSOES",0,3,36,2,0,0,0,0,3,0,0,0,0,2003
"CAMPINAS DO SUL",0,1,58,2,0,0,0,0,3,1,0,0,0,2003
"CAMPO BOM",2,111,1620,294,0,31,1,0,111,1,53,0,7,2003
"CAMPO NOVO",2,5,129,6,0,0,0,0,10,1,5,0,0,2003
"CAMPOS BORGES",0,0,50,1,0,0,0,0,1,0,0,0,0,2003
CANDELARIA,9,18,702,49,0,0,1,0,16,0,17,1,9,2003
"CANDIDO GODOI",0,1,36,2,0,1,0,0,1,0,0,0,0,2003
CANDIOTA,1,1,211,5,0,0,0,0,9,0,1,0,0,2003
CANELA,0,62,1006,54,0,1,2,0,65,0,35,0,8,2003
CANGUCU,2,27,414,35,0,0,0,0,24,0,4,0,0,2003
CANOAS,63,979,8105,4375,7,643,9,1,418,1,146,0,31,2003
"CANUDOS DO VALE",0,0,3,1,0,0,0,0,0,0,0,0,0,2003
"CAPAO BONITO DO SUL",0,0,19,0,0,0,0,0,2,0,0,0,0,2003
"CAPAO DA CANOA",2,116,2553,194,1,5,3,0,94,1,66,0,9,2003
"CAPAO DO CIPO",0,0,4,0,0,0,0,0,1,0,0,0,0,2003
"CAPAO DO LEAO",2,3,438,92,0,1,2,0,14,0,4,0,0,2003
"CAPELA DE SANTANA",4,1,133,11,0,1,0,0,4,0,7,0,2,2003
CAPITAO,0,1,23,0,0,0,0,0,1,0,0,0,0,2003
"CAPIVARI DO SUL",0,2,58,1,0,0,0,0,0,0,1,0,2,2003
CARAA,0,0,16,1,0,0,0,0,1,0,0,0,0,2003
CARAZINHO,5,56,1430,133,2,13,2,0,154,2,45,0,11,2003
"CARLOS BARBOSA",1,25,298,20,0,2,1,0,29,0,5,0,0,2003
"CARLOS GOMES",0,1,7,0,0,0,0,0,1,0,0,0,0,2003
CASCA,1,15,80,8,0,0,1,0,7,0,3,0,0,2003
CASEIROS,0,3,32,3,0,0,0,0,5,0,0,0,0,2003
CATUIPE,2,11,112,2,0,0,0,0,21,0,4,0,0,2003
"CAXIAS DO SUL",47,985,8468,1778,3,444,30,0,710,2,173,0,58,2003
CENTENARIO,0,0,14,0,0,0,0,0,0,0,0,0,0,2003
CERRITO,0,2,78,6,0,0,0,0,1,0,5,0,2,2003
"CERRO BRANCO",2,0,34,2,0,0,0,0,3,0,0,0,0,2003
"CERRO GRANDE",0,1,18,2,0,0,0,0,2,0,0,0,0,2003
"CERRO GRANDE DO SUL",0,7,69,13,0,1,1,0,1,0,0,0,0,2003
"CERRO LARGO",1,14,164,9,0,1,0,0,9,1,7,0,1,2003
CHAPADA,1,7,99,2,0,0,1,0,6,0,1,0,0,2003
CHARQUEADAS,2,11,598,33,0,1,0,0,28,1,56,0,44,2003
CHARRUA,0,0,8,0,0,0,0,0,0,0,0,0,0,2003
CHIAPETTA,0,2,56,1,0,0,0,0,3,0,1,0,0,2003
CHUI,0,9,209,8,0,0,0,0,10,0,6,0,0,2003
CHUVISCA,0,1,36,1,0,0,0,0,0,0,0,0,0,2003
CIDREIRA,5,21,1670,85,0,4,0,0,26,0,22,0,3,2003
CIRIACO,1,5,111,1,0,0,0,0,4,0,0,0,0,2003
COLINAS,0,0,20,0,0,0,0,0,0,0,0,0,0,2003
COLORADO,0,0,23,1,0,0,0,0,1,0,0,0,0,2003
CONDOR,0,1,96,8,0,1,0,0,9,0,2,0,0,2003
CONSTANTINA,0,4,122,11,0,0,0,0,2,0,7,0,2,2003
"COQUEIRO BAIXO",0,0,10,1,0,0,0,0,0,0,0,0,0,2003
"COQUEIROS DO SUL",0,1,15,0,0,0,0,0,1,1,0,0,0,2003
"CORONEL BARROS",0,0,15,4,0,1,0,0,1,0,0,0,0,2003
"CORONEL BICACO",3,2,115,7,0,1,0,0,8,0,0,0,0,2003
"CORONEL PILAR",0,0,19,0,0,0,0,0,1,0,0,0,0,2003
COTIPORA,0,0,28,0,0,0,0,0,0,0,0,0,0,2003
COXILHA,1,2,34,5,0,1,0,0,1,0,0,0,0,2003
CRISSIUMAL,0,5,211,9,0,0,0,0,11,3,2,0,0,2003
CRISTAL,0,2,41,5,0,0,0,0,0,0,2,0,0,2003
"CRISTAL DO SUL",2,0,37,0,0,0,0,0,0,0,0,0,0,2003
"CRUZ ALTA",8,77,2386,283,0,25,7,0,195,7,25,0,17,2003
CRUZALTENSE,0,0,6,0,0,0,0,0,0,0,0,0,0,2003
"CRUZEIRO DO SUL",1,5,142,20,0,12,0,0,21,0,1,0,1,2003
"DAVID CANABARRO",1,4,33,0,0,0,0,0,2,0,0,0,0,2003
DERRUBADAS,1,0,30,1,0,0,0,0,0,1,0,0,0,2003
"DEZESSEIS DE NOVEMBRO",2,0,39,1,0,0,0,0,0,0,0,0,0,2003
"DILERMANDO DE AGUIAR",0,1,31,1,0,0,0,0,1,0,0,0,0,2003
"DOIS IRMAOS",0,34,355,47,0,7,0,0,32,2,8,0,4,2003
"DOIS IRMAOS DAS MISSOES",0,0,36,2,0,0,0,0,1,0,0,0,0,2003
"DOIS LAJEADOS",0,0,33,0,0,0,0,0,1,0,0,0,0,2003
"DOM FELICIANO",1,13,113,6,1,0,0,0,3,0,0,0,0,2003
"DOM PEDRITO",5,40,911,100,1,0,1,0,38,1,10,0,4,2003
"DOM PEDRO DE ALCANTARA",0,4,19,0,0,0,0,0,2,0,0,0,0,2003
"DONA FRANCISCA",0,2,99,5,0,0,0,0,4,0,0,0,0,2003
"DOUTOR RICARDO",0,0,26,2,0,1,0,0,0,0,0,0,0,2003
"DR MAURICIO CARDOSO",0,2,56,0,0,0,0,0,1,1,0,0,0,2003
"ELDORADO DO SUL",9,8,759,201,0,12,1,0,31,1,15,0,6,2003
ENCANTADO,1,23,372,19,0,1,0,0,36,0,10,0,0,2003
"ENCRUZILHADA DO SUL",3,10,413,12,0,0,0,0,43,3,3,0,0,2003
"ENGENHO VELHO",0,0,17,0,0,0,0,0,0,0,1,0,0,2003
"ENTRE IJUIS",0,2,94,10,0,1,0,0,1,0,1,0,0,2003
"ENTRE RIOS DO SUL",2,0,18,0,0,0,0,0,0,0,0,0,0,2003
EREBANGO,0,1,13,0,0,0,0,0,1,0,0,0,0,2003
ERECHIM,19,101,2019,308,1,14,3,0,130,3,57,0,38,2003
ERNESTINA,0,4,31,3,0,0,0,0,5,0,0,0,0,2003
"ERVAL GRANDE",2,1,30,0,0,0,0,0,1,0,1,0,0,2003
"ERVAL SECO",0,1,47,2,0,0,0,0,0,0,1,0,0,2003
ESMERALDA,1,0,59,4,0,0,0,0,4,0,0,0,0,2003
"ESPERANCA DO SUL",0,0,30,1,0,0,0,0,0,0,0,0,0,2003
ESPUMOSO,1,15,158,1,1,0,0,0,12,0,1,0,1,2003
ESTACAO,0,4,56,1,0,0,0,0,2,0,1,0,1,2003
"ESTANCIA VELHA",3,76,661,211,0,44,1,0,34,0,24,0,11,2003
ESTEIO,13,209,2260,878,2,89,3,1,125,2,78,0,13,2003
ESTRELA,1,33,610,76,0,11,1,0,53,1,13,0,3,2003
"ESTRELA VELHA",0,0,9,0,0,0,0,0,0,0,0,0,0,2003
"EUGENIO DE CASTRO",0,1,88,4,0,0,0,0,2,0,1,0,1,2003
"FAGUNDES VARELA",0,0,14,0,0,0,0,0,0,0,0,0,0,2003
FARROUPILHA,3,104,1043,130,0,54,2,1,88,0,9,0,5,2003
"FAXINAL DO SOTURNO",0,3,112,7,0,0,0,0,6,0,0,0,1,2003
FAXINALZINHO,1,0,12,1,0,0,0,0,0,0,0,0,0,2003
"FAZENDA VILA NOVA",0,1,33,6,0,1,0,0,3,0,0,0,0,2003
FELIZ,0,6,141,9,0,1,0,0,20,0,4,0,2,2003
"FLORES DA CUNHA",3,16,345,36,0,16,0,0,29,0,4,0,5,2003
"FLORIANO PEIXOTO",0,0,3,1,0,0,0,0,2,0,0,0,0,2003
"FONTOURA XAVIER",2,3,154,3,0,1,0,0,3,1,0,0,0,2003
FORMIGUEIRO,0,2,103,0,0,0,0,0,9,0,0,0,1,2003
FORQUETINHA,0,0,8,2,0,0,0,0,0,0,0,0,0,2003
"FORTALEZA DOS VALOS",0,1,60,1,0,0,1,0,5,0,0,0,0,2003
"FREDERICO WESTPHALEN",1,19,643,38,1,0,1,0,24,0,8,0,5,2003
GARIBALDI,1,26,369,31,0,15,0,0,45,1,7,0,0,2003
GARRUCHOS,0,0,77,0,0,0,0,0,3,0,0,0,0,2003
GAURAMA,0,4,58,1,0,0,2,0,4,0,2,0,0,2003
"GENERAL CAMARA",2,0,172,9,0,0,0,0,14,1,2,0,0,2003
GENTIL,0,3,20,1,0,0,0,0,1,0,0,0,0,2003
"GETULIO VARGAS",1,22,243,18,0,1,1,0,25,0,8,0,7,2003
GIRUA,5,17,336,19,0,1,0,0,18,1,3,0,1,2003
GLORINHA,0,0,92,8,0,2,0,0,3,0,1,0,0,2003
GRAMADO,2,52,812,43,0,6,1,0,67,2,21,0,8,2003
"GRAMADO DOS LOUREIROS",0,0,11,1,0,0,0,0,0,0,0,0,0,2003
"GRAMADO XAVIER",0,0,11,0,0,0,0,0,0,0,0,0,0,2003
GRAVATAI,12,523,5119,1744,4,375,5,0,226,2,143,0,24,2003
GUABIJU,0,1,16,0,0,0,0,0,1,0,0,0,0,2003
GUAIBA,20,78,1685,1512,3,39,4,0,108,0,44,0,14,2003
GUAPORE,2,12,336,11,2,3,0,0,30,2,3,0,3,2003
"GUARANI DAS MISSOES",1,2,166,11,0,3,0,0,11,1,2,0,1,2003
HARMONIA,1,1,31,3,0,1,0,0,1,0,0,0,0,2003
HERVAL,1,2,83,1,0,0,0,0,5,0,0,0,0,2003
HERVEIRAS,0,0,9,1,0,0,0,0,1,0,0,0,0,2003
HORIZONTINA,1,14,168,11,0,0,1,0,13,0,5,0,4,2003
"HULHA NEGRA",1,2,117,4,0,0,0,0,1,0,0,0,0,2003
HUMAITA,0,2,50,0,0,0,0,0,8,0,1,0,0,2003
IBARAMA,0,0,21,0,0,0,0,0,1,0,0,0,0,2003
IBIACA,0,2,53,8,0,0,0,0,5,0,0,0,0,2003
IBIRAIARAS,1,9,100,0,0,0,0,0,6,0,1,0,1,2003
IBIRAPUITA,2,0,32,2,0,0,0,0,3,0,0,0,0,2003
IBIRUBA,0,16,352,20,0,0,2,0,27,0,5,0,2,2003
IGREJINHA,3,43,706,101,0,13,1,0,50,0,37,1,8,2003
IJUI,9,63,2029,178,0,5,3,0,105,2,29,0,4,2003
ILOPOLIS,1,1,50,4,0,1,0,0,3,0,0,0,0,2003
IMBE,1,38,1863,67,0,8,0,0,30,1,36,0,4,2003
IMIGRANTE,0,0,13,0,0,0,0,0,2,0,0,0,0,2003
INDEPENDENCIA,0,1,72,3,0,0,0,0,8,0,0,0,0,2003
INHACORA,0,1,25,1,0,0,0,0,1,0,0,0,0,2003
IPE,1,0,70,1,0,0,0,0,4,0,4,0,1,2003
"IPIRANGA DO SUL",0,1,8,0,0,0,0,0,0,0,0,0,0,2003
IRAI,2,5,195,14,0,1,0,0,12,0,5,0,5,2003
ITAARA,0,0,118,5,0,0,0,0,4,0,1,0,0,2003
ITACURUBI,0,1,29,1,0,0,0,0,0,0,0,0,0,2003
ITAPUCA,1,0,17,5,0,0,0,0,2,0,0,0,0,2003
ITAQUI,13,25,1084,104,0,2,0,0,40,3,10,0,3,2003
ITATI,2,0,19,1,0,0,0,0,1,0,0,0,0,2003
"ITATIBA DO SUL",3,0,8,1,0,0,0,0,0,0,0,0,0,2003
IVORA,0,1,28,1,0,0,0,0,2,0,0,0,0,2003
IVOTI,2,18,217,28,0,10,0,0,16,0,3,0,2,2003
JABOTICABA,3,3,35,2,0,1,0,0,0,0,0,0,0,2003
JACUIZINHO,0,0,8,0,0,0,0,0,0,0,0,0,0,2003
JACUTINGA,0,3,38,1,0,0,0,0,0,0,1,0,0,2003
JAGUARAO,3,5,625,38,0,2,0,0,41,0,7,0,1,2003
JAGUARI,1,3,100,3,0,0,0,0,11,0,2,0,3,2003
JAQUIRANA,3,0,27,2,0,0,0,0,0,0,0,0,1,2003
JARI,1,0,10,0,0,0,0,0,0,0,0,0,0,2003
JOIA,0,2,73,1,0,0,0,0,5,0,0,0,1,2003
"JULIO DE CASTILHOS",3,5,485,39,0,3,1,0,31,0,7,0,3,2003
"LAGOA BONITA DO SUL",0,0,9,1,0,0,0,0,0,0,0,0,0,2003
"LAGOA DOS TRES CANTOS",0,1,10,0,0,0,0,0,0,0,0,0,0,2003
"LAGOA VERMELHA",2,21,595,37,0,7,1,0,65,2,15,0,11,2003
LAGOAO,2,0,14,1,0,0,0,0,0,0,0,0,0,2003
