municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
"CAMPESTRE DA SERRA",1,0,0,0,0,0,0,0,0,0,2,0,1,2011
"CAMPINA DAS MISSOES",0,2,0,0,0,0,0,0,0,0,1,0,1,2011
"CAMPINAS DO SUL",0,3,0,0,0,0,0,0,0,0,1,0,1,2011
"CAMPO BOM",3,166,0,0,0,111,0,0,0,0,127,0,26,2011
"CAMPO NOVO",0,2,0,0,0,0,0,0,0,0,0,0,1,2011
"CAMPOS BORGES",0,4,0,0,0,0,0,0,0,0,0,0,0,2011
CANDELARIA,8,28,0,0,0,6,0,0,0,0,8,0,8,2011
"CANDIDO GODOI",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
CANDIOTA,1,2,0,0,0,0,0,0,0,0,0,0,1,2011
CANELA,4,15,0,0,0,1,0,0,0,0,56,0,38,2011
CANGUCU,2,21,0,0,0,2,0,0,0,0,14,0,11,2011
CANOAS,68,612,0,0,0,744,0,0,0,0,801,0,261,2011
"CANUDOS DO VALE",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"CAPAO BONITO DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"CAPAO DA CANOA",15,102,0,0,0,19,0,0,0,0,92,0,61,2011
"CAPAO DO CIPO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"CAPAO DO LEAO",0,1,0,0,0,3,0,0,0,0,3,0,1,2011
"CAPELA DE SANTANA",0,1,0,0,0,3,0,0,0,0,10,0,4,2011
CAPITAO,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"CAPIVARI DO SUL",0,2,0,0,0,0,0,0,0,0,3,0,2,2011
CARAA,0,1,0,0,0,0,0,0,0,0,4,0,0,2011
CARAZINHO,5,115,0,0,0,20,0,0,0,0,43,0,35,2011
"CARLOS BARBOSA",0,24,0,0,0,8,0,0,0,0,3,0,1,2011
"CARLOS GOMES",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
CASCA,0,2,0,0,0,4,0,0,0,0,2,0,4,2011
CASEIROS,0,2,0,0,0,1,0,0,0,0,0,0,0,2011
CATUIPE,0,1,0,0,0,0,0,0,0,0,1,0,0,2011
"CAXIAS DO SUL",77,1346,0,0,0,578,0,0,0,0,206,0,270,2011
CENTENARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
CERRITO,0,1,0,0,0,1,0,0,0,0,0,0,1,2011
"CERRO BRANCO",0,4,0,0,0,1,0,0,0,0,1,0,0,2011
"CERRO GRANDE",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"CERRO GRANDE DO SUL",3,12,0,0,0,0,0,0,0,0,0,0,3,2011
"CERRO LARGO",1,2,0,0,0,0,0,0,0,0,11,0,5,2011
CHAPADA,0,4,0,0,0,0,0,0,0,0,1,0,0,2011
CHARQUEADAS,5,7,0,0,0,0,0,0,0,0,76,0,66,2011
CHARRUA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
CHIAPETTA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
CHUI,0,6,0,0,0,0,0,0,0,0,6,0,5,2011
CHUVISCA,0,2,0,0,0,0,0,0,0,0,0,0,0,2011
CIDREIRA,4,34,0,0,0,3,0,0,0,0,37,0,21,2011
CIRIACO,0,2,0,0,0,1,0,0,0,0,0,0,0,2011
COLINAS,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
CONDOR,0,0,0,0,0,1,0,0,0,0,1,0,0,2011
CONSTANTINA,0,2,0,0,0,0,0,0,0,0,3,0,1,2011
"COQUEIRO BAIXO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"COQUEIROS DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"CORONEL BARROS",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"CORONEL BICACO",1,4,0,0,0,0,0,0,0,0,2,0,6,2011
"CORONEL PILAR",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
COTIPORA,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
COXILHA,0,0,0,0,0,1,0,0,0,0,3,0,1,2011
CRISSIUMAL,0,3,0,0,0,1,0,0,0,0,2,0,2,2011
CRISTAL,0,0,0,0,0,0,0,0,0,0,1,0,0,2011
"CRISTAL DO SUL",2,0,0,0,0,0,0,0,0,0,0,0,0,2011
"CRUZ ALTA",11,73,0,0,0,10,0,0,0,0,51,0,33,2011
CRUZALTENSE,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"CRUZEIRO DO SUL",2,3,0,0,0,2,0,0,0,0,1,0,5,2011
"DAVID CANABARRO",0,2,0,0,0,1,0,0,0,0,0,0,0,2011
DERRUBADAS,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"DEZESSEIS DE NOVEMBRO",1,0,0,0,0,0,0,0,0,0,0,0,0,2011
"DILERMANDO DE AGUIAR",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"DOIS IRMAOS",0,62,0,0,0,10,0,0,0,0,12,0,0,2011
"DOIS IRMAOS DAS MISSOES",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"DOIS LAJEADOS",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"DOM FELICIANO",2,3,0,0,0,1,0,0,0,0,1,0,1,2011
"DOM PEDRITO",3,12,0,0,0,0,0,0,0,0,31,0,14,2011
"DOM PEDRO DE ALCANTARA",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"DONA FRANCISCA",0,2,0,0,0,0,0,0,0,0,0,0,0,2011
"DOUTOR RICARDO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"DR MAURICIO CARDOSO",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"ELDORADO DO SUL",5,7,0,0,0,10,0,0,0,0,34,0,10,2011
ENCANTADO,2,19,0,0,0,3,0,0,0,0,35,0,14,2011
"ENCRUZILHADA DO SUL",7,13,0,0,0,4,0,0,0,0,4,0,3,2011
"ENGENHO VELHO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"ENTRE IJUIS",0,0,0,0,0,0,0,0,0,0,1,0,0,2011
"ENTRE RIOS DO SUL",0,2,0,0,0,0,0,0,0,0,0,0,0,2011
EREBANGO,0,1,0,0,0,0,0,0,0,0,0,0,1,2011
ERECHIM,15,92,0,0,0,5,0,0,0,0,125,0,74,2011
ERNESTINA,0,4,0,0,0,3,0,0,0,0,0,0,0,2011
"ERVAL GRANDE",0,5,0,0,0,0,0,0,0,0,0,0,0,2011
"ERVAL SECO",1,2,0,0,0,0,0,0,0,0,0,0,3,2011
ESMERALDA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"ESPERANCA DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,1,2011
ESPUMOSO,1,7,0,0,0,0,0,0,0,0,9,0,3,2011
ESTACAO,0,2,0,0,0,0,0,0,0,0,1,0,3,2011
"ESTANCIA VELHA",1,85,0,0,0,50,0,0,0,0,33,0,10,2011
ESTEIO,7,149,0,0,0,69,0,0,0,0,228,0,29,2011
ESTRELA,1,45,0,0,0,3,0,0,0,0,88,0,12,2011
"ESTRELA VELHA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"EUGENIO DE CASTRO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"FAGUNDES VARELA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
FARROUPILHA,9,63,0,0,0,61,0,0,0,0,42,0,27,2011
"FAXINAL DO SOTURNO",1,3,0,0,0,0,0,0,0,0,1,0,5,2011
FAXINALZINHO,0,0,0,0,0,0,0,0,0,0,1,0,0,2011
"FAZENDA VILA NOVA",1,0,0,0,0,1,0,0,0,0,4,0,1,2011
FELIZ,0,4,0,0,0,3,0,0,0,0,12,0,3,2011
"FLORES DA CUNHA",2,25,0,0,0,10,0,0,0,0,8,0,5,2011
"FLORIANO PEIXOTO",0,0,0,0,0,1,0,0,0,0,0,0,0,2011
"FONTOURA XAVIER",0,9,0,0,0,0,0,0,0,0,0,0,0,2011
FORMIGUEIRO,0,1,0,0,0,0,0,0,0,0,0,0,4,2011
FORQUETINHA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"FORTALEZA DOS VALOS",0,3,0,0,0,2,0,0,0,0,1,0,0,2011
"FREDERICO WESTPHALEN",1,12,0,0,0,1,0,0,0,0,62,0,11,2011
GARIBALDI,0,32,0,0,0,22,0,0,0,0,14,0,3,2011
GARRUCHOS,0,1,0,0,0,0,0,0,0,0,1,0,0,2011
GAURAMA,2,0,0,0,0,0,0,0,0,0,2,0,0,2011
"GENERAL CAMARA",1,1,0,0,0,0,0,0,0,0,1,0,0,2011
GENTIL,0,0,0,0,0,1,0,0,0,0,0,0,0,2011
"GETULIO VARGAS",1,11,0,0,0,2,0,0,0,0,10,0,12,2011
GIRUA,0,6,0,0,0,0,0,0,0,0,3,0,4,2011
GLORINHA,2,1,0,0,0,3,0,0,0,0,0,0,0,2011
GRAMADO,2,14,0,0,0,4,0,0,0,0,21,0,8,2011
"GRAMADO DOS LOUREIROS",1,1,0,0,0,0,0,0,0,0,0,0,0,2011
"GRAMADO XAVIER",1,5,0,0,0,0,0,0,0,0,0,0,0,2011
GRAVATAI,37,504,0,0,0,304,0,0,0,0,333,0,140,2011
GUABIJU,0,0,0,0,0,1,0,0,0,0,0,0,0,2011
GUAIBA,25,26,0,0,0,26,0,0,0,0,78,0,45,2011
GUAPORE,0,11,0,0,0,3,0,0,0,0,22,0,11,2011
"GUARANI DAS MISSOES",1,3,0,0,0,0,0,0,0,0,1,0,0,2011
HARMONIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
HERVAL,0,0,0,0,0,0,0,0,0,0,6,0,1,2011
HERVEIRAS,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
HORIZONTINA,1,10,0,0,0,0,0,0,0,0,7,0,0,2011
"HULHA NEGRA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
HUMAITA,2,1,0,0,0,0,0,0,0,0,0,0,0,2011
IBARAMA,0,4,0,0,0,0,0,0,0,0,0,0,0,2011
IBIACA,0,6,0,0,0,0,0,0,0,0,0,0,0,2011
IBIRAIARAS,4,2,0,0,0,1,0,0,0,0,3,0,1,2011
IBIRAPUITA,0,0,0,0,0,1,0,0,0,0,0,0,0,2011
IBIRUBA,1,11,0,0,0,0,0,0,0,0,6,0,7,2011
IGREJINHA,1,30,0,0,0,7,0,0,0,0,10,0,20,2011
IJUI,11,80,0,0,0,10,0,0,0,0,71,0,35,2011
ILOPOLIS,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
IMBE,2,16,0,0,0,6,0,0,0,0,27,0,9,2011
IMIGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
INDEPENDENCIA,0,1,0,0,0,0,0,0,0,0,0,0,1,2011
INHACORA,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
IPE,1,5,0,0,0,0,0,0,0,0,5,0,1,2011
"IPIRANGA DO SUL",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
IRAI,2,3,0,0,0,0,0,0,0,0,17,0,6,2011
ITAARA,0,1,0,0,0,0,0,0,0,0,1,0,1,2011
ITACURUBI,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
ITAPUCA,0,0,0,0,0,0,0,0,0,0,0,0,1,2011
ITAQUI,3,12,0,0,0,0,0,0,0,0,30,0,62,2011
ITATI,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"ITATIBA DO SUL",0,2,0,0,0,0,0,0,0,0,0,0,0,2011
IVORA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
IVOTI,0,22,0,0,0,8,0,0,0,0,12,0,6,2011
JABOTICABA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
JACUIZINHO,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
JACUTINGA,0,0,0,0,0,0,0,0,0,0,1,0,1,2011
JAGUARAO,1,18,0,0,0,1,0,0,0,0,11,0,2,2011
JAGUARI,1,1,0,0,0,0,0,0,0,0,2,0,2,2011
JAQUIRANA,1,1,0,0,0,0,0,0,0,0,0,0,1,2011
JARI,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
JOIA,1,1,0,0,0,0,0,0,0,0,1,0,0,2011
"JULIO DE CASTILHOS",1,9,0,0,0,0,0,0,0,0,17,0,6,2011
"LAGOA BONITA DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"LAGOA DOS TRES CANTOS",0,2,0,0,0,0,0,0,0,0,1,0,0,2011
"LAGOA VERMELHA",1,7,0,0,0,6,0,0,0,0,21,0,11,2011
LAGOAO,2,0,0,0,0,0,0,0,0,0,0,0,0,2011
LAJEADO,13,158,0,0,0,27,0,0,0,0,179,0,53,2011
"LAJEADO DO BUGRE",1,0,0,0,0,0,0,0,0,0,0,0,0,2011
"LAVRAS DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,2,2011
"LIBERATO SALZANO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"LINDOLFO COLLOR",0,0,0,0,0,1,0,0,0,0,8,0,1,2011
"LINHA NOVA",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
MACAMBARA,0,0,0,0,0,1,0,0,0,0,0,0,0,2011
MACHADINHO,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
MAMPITUBA,0,2,0,0,0,0,0,0,0,0,0,0,0,2011
"MANOEL VIANA",1,3,0,0,0,1,0,0,0,0,1,0,2,2011
MAQUINE,0,2,0,0,0,0,0,0,0,0,0,0,3,2011
MARATA,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
MARAU,0,45,0,0,0,25,0,0,0,0,15,0,10,2011
"MARCELINO RAMOS",0,1,0,0,0,0,0,0,0,0,0,0,1,2011
"MARIANA PIMENTEL",0,3,0,0,0,1,0,0,0,0,0,0,0,2011
"MARIANO MORO",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"MARQUES DE SOUZA",2,1,0,0,0,1,0,0,0,0,0,0,1,2011
MATA,1,1,0,0,0,0,0,0,0,0,0,0,0,2011
"MATO CASTELHANO",0,2,0,0,0,2,0,0,0,0,0,0,0,2011
"MATO LEITAO",1,2,0,0,0,1,0,0,0,0,1,0,0,2011
"MATO QUEIMADO",1,0,0,0,0,0,0,0,0,0,0,0,0,2011
"MAXIMILIANO DE ALMEIDA",0,1,0,0,0,0,0,0,0,0,0,0,1,2011
"MINAS DO LEAO",1,0,0,0,0,1,0,0,0,0,1,0,0,2011
MIRAGUAI,1,1,0,0,0,1,0,0,0,0,2,0,1,2011
MONTAURI,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"MONTE ALEGRE DOS CAMPOS",0,0,0,0,0,1,0,0,0,0,0,0,0,2011
"MONTE BELO DO SUL",0,2,0,0,0,1,0,0,0,0,0,0,0,2011
MONTENEGRO,4,33,0,0,0,7,0,0,0,0,147,0,36,2011
MORMACO,0,2,0,0,0,0,0,0,0,0,1,0,0,2011
"MORRINHOS DO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"MORRO REDONDO",0,2,0,0,0,0,0,0,0,0,0,0,0,2011
"MORRO REUTER",0,3,0,0,0,3,0,0,0,0,0,0,0,2011
MOSTARDAS,2,1,0,0,0,0,0,0,0,0,7,0,17,2011
MUCUM,0,3,0,0,0,0,0,0,0,0,1,0,0,2011
"MUITOS CAPOES",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
MULITERNO,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
NAO-ME-TOQUE,2,21,0,0,0,3,0,0,0,0,2,0,7,2011
"NICOLAU VERGUEIRO",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
NONOAI,0,14,0,0,0,2,0,0,0,0,4,0,1,2011
"NOVA ALVORADA",1,0,0,0,0,0,0,0,0,0,1,0,0,2011
"NOVA ARACA",0,4,0,0,0,1,0,0,0,0,0,0,0,2011
"NOVA BASSANO",0,5,0,0,0,0,0,0,0,0,2,0,3,2011
"NOVA BOA VISTA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"NOVA BRESCIA",0,0,0,0,0,0,0,0,0,0,1,0,0,2011
"NOVA CANDELARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"NOVA ESPERANCA DO SUL",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"NOVA HARTZ",0,7,0,0,0,4,0,0,0,0,8,0,6,2011
"NOVA PADUA",0,1,0,0,0,1,0,0,0,0,0,0,0,2011
"NOVA PALMA",0,1,0,0,0,0,0,0,0,0,0,0,1,2011
"NOVA PETROPOLIS",1,2,0,0,0,1,0,0,0,0,3,0,1,2011
"NOVA PRATA",5,19,0,0,0,4,0,0,0,0,13,0,22,2011
"NOVA RAMADA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"NOVA ROMA DO SUL",0,0,0,0,0,0,0,0,0,0,2,0,0,2011
"NOVA SANTA RITA",8,15,0,0,0,12,0,0,0,0,8,0,9,2011
"NOVO BARREIRO",1,4,0,0,0,0,0,0,0,0,0,0,0,2011
"NOVO CABRAIS",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"NOVO HAMBURGO",48,853,0,0,0,402,0,0,0,0,129,0,166,2011
"NOVO MACHADO",0,1,0,0,0,0,0,0,0,0,0,0,1,2011
"NOVO TIRADENTES",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"NOVO XINGU",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
OSORIO,5,32,0,0,0,4,0,0,0,0,107,0,48,2011
OUTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"PAIM FILHO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"PALMARES DO SUL",0,6,0,0,0,0,0,0,0,0,13,0,11,2011
"PALMEIRA DAS MISSOES",1,25,0,0,0,3,0,0,0,0,10,0,14,2011
PALMITINHO,1,2,0,0,0,0,0,0,0,0,0,0,0,2011
PANAMBI,0,11,0,0,0,4,0,0,0,0,9,0,15,2011
"PANTANO GRANDE",1,1,0,0,0,0,0,0,0,0,5,0,2,2011
PARAI,0,2,0,0,0,1,0,0,0,0,2,0,1,2011
"PARAISO DO SUL",0,5,0,0,0,1,0,0,0,0,0,0,0,2011
"PARECI NOVO",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
PAROBE,4,52,0,0,0,18,0,0,0,0,20,0,8,2011
"PASSA SETE",1,0,0,0,0,0,0,0,0,0,0,0,0,2011
"PASSO DO SOBRADO",1,0,0,0,0,3,0,0,0,0,1,0,0,2011
"PASSO FUNDO",30,369,0,0,0,211,0,0,0,0,122,0,147,2011
"PAULO BENTO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
PAVERAMA,0,1,0,0,0,3,0,0,0,0,0,0,0,2011
"PEDRAS ALTAS",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"PEDRO OSORIO",1,4,0,0,0,0,0,0,0,0,2,0,2,2011
PEJUCARA,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
PELOTAS,34,224,0,0,0,144,0,0,0,0,179,0,116,2011
"PICADA CAFE",0,1,0,0,0,0,0,0,0,0,0,0,1,2011
PINHAL,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"PINHAL DA SERRA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"PINHAL GRANDE",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"PINHEIRINHO DO VALE",0,3,0,0,0,0,0,0,0,0,0,0,0,2011
"PINHEIRO MACHADO",1,0,0,0,0,0,0,0,0,0,4,0,9,2011
PIRAPO,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
PIRATINI,2,4,0,0,0,0,0,0,0,0,3,0,5,2011
PLANALTO,1,4,0,0,0,0,0,0,0,0,1,0,1,2011
"POCO DAS ANTAS",0,0,0,0,0,0,0,0,0,0,1,0,0,2011
PONTAO,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"PONTE PRETA",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
PORTAO,4,40,0,0,0,19,0,0,0,0,25,0,28,2011
"PORTO ALEGRE",328,2295,0,0,0,4760,0,0,0,0,825,0,2254,2011
"PORTO LUCENA",0,1,0,0,0,0,0,0,0,0,1,0,0,2011
"PORTO MAUA",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
"PORTO VERA CRUZ",1,2,0,0,0,0,0,0,0,0,1,0,0,2011
"PORTO XAVIER",1,1,0,0,0,0,0,0,0,0,10,0,1,2011
"POUSO NOVO",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"PRESIDENTE LUCENA",0,0,0,0,0,1,0,0,0,0,0,0,0,2011
PROGRESSO,0,1,0,0,0,1,0,0,0,0,0,0,0,2011
"PROTASIO ALVES",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
PUTINGA,2,4,0,0,0,1,0,0,0,0,1,0,0,2011
QUARAI,2,12,0,0,0,0,0,0,0,0,6,0,7,2011
"QUATRO IRMAOS",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
QUEVEDOS,1,0,0,0,0,0,0,0,0,0,0,0,0,2011
"QUINZE DE NOVEMBRO",0,1,0,0,0,0,0,0,0,0,0,0,0,2011
REDENTORA,2,4,0,0,0,0,0,0,0,0,0,0,0,2011
RELVADO,0,1,0,0,0,1,0,0,0,0,0,0,0,2011
"RESTINGA SECA",0,3,0,0,0,1,0,0,0,0,2,0,3,2011
"RIO DOS INDIOS",0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"RIO GRANDE",18,155,0,0,0,24,0,0,0,0,143,0,210,2011
"RIO PARDO",2,9,0,0,0,0,0,0,0,0,36,0,7,2011
RIOZINHO,0,0,0,0,0,0,0,0,0,0,4,0,1,2011
"ROCA SALES",1,5,0,0,0,1,0,0,0,0,2,0,2,2011
"RODEIO BONITO",0,1,0,0,0,0,0,0,0,0,0,0,1,2011
ROLADOR,0,1,0,0,0,0,0,0,0,0,0,0,0,2011
